2021 10 01 00 00 00 10680.4803
2021 10 01 01 00 00 10679.6702
2021 10 01 02 00 00 10673.3768
2021 10 01 03 00 00 10661.2217
2021 10 01 04 00 00 10642.8546
2021 10 01 05 00 00 10620.9454
2021 10 01 06 00 00 10598.3351
2021 10 01 07 00 00 10578.6473
2021 10 01 08 00 00 10565.5007
2021 10 01 09 00 00 10564.9095
2021 10 01 10 00 00 10577.0108
2021 10 01 11 00 00 10600.3839
2021 10 01 12 00 00 10631.3520
2021 10 01 13 00 00 10663.1561
2021 10 01 14 00 00 10694.0442
2021 10 01 15 00 00 10715.8451
2021 10 01 16 00 00 10726.4280
2021 10 01 17 00 00 10727.5956
2021 10 01 18 00 00 10719.2627
2021 10 01 19 00 00 10705.5644
2021 10 01 20 00 00 10690.2263
2021 10 01 21 00 00 10679.1629
2021 10 01 22 00 00 10673.8898
2021 10 01 23 00 00 10675.0649
2021 10 02 00 00 00 10680.9910
2021 10 02 01 00 00 10689.0234
2021 10 02 02 00 00 10694.4593
2021 10 02 03 00 00 10692.4898
2021 10 02 04 00 00 10680.7844
2021 10 02 05 00 00 10659.6285
2021 10 02 06 00 00 10629.9046
2021 10 02 07 00 00 10599.4946
2021 10 02 08 00 00 10575.7386
2021 10 02 09 00 00 10562.8551
2021 10 02 10 00 00 10563.9249
2021 10 02 11 00 00 10580.9720
2021 10 02 12 00 00 10611.1878
2021 10 02 13 00 00 10649.1634
2021 10 02 14 00 00 10686.9593
2021 10 02 15 00 00 10727.8663
2021 10 02 16 00 00 10732.2227
2021 10 02 17 00 00 10737.1924
2021 10 02 18 00 00 10729.6941
2021 10 02 19 00 00 10710.4607
2021 10 02 20 00 00 10689.4669
2021 10 02 21 00 00 10670.8790
2021 10 02 22 00 00 10661.1861
2021 10 02 23 00 00 10662.1620
2021 10 03 00 00 00 10672.3017
2021 10 03 01 00 00 10689.6837
2021 10 03 02 00 00 10705.9502
2021 10 03 03 00 00 10716.2564
2021 10 03 04 00 00 10713.6249
2021 10 03 05 00 00 10697.5403
2021 10 03 06 00 00 10668.3381
2021 10 03 07 00 00 10633.2136
2021 10 03 08 00 00 10597.9624
2021 10 03 09 00 00 10570.8375
2021 10 03 10 00 00 10560.4253
2021 10 03 11 00 00 10568.1580
2021 10 03 12 00 00 10596.1064
2021 10 03 13 00 00 10635.4903
2021 10 03 14 00 00 10678.8320
2021 10 03 15 00 00 10717.0639
2021 10 03 16 00 00 10741.3637
2021 10 03 17 00 00 10750.8476
2021 10 03 18 00 00 10743.5875
2021 10 03 19 00 00 10721.1234
2021 10 03 20 00 00 10692.8475
2021 10 03 21 00 00 10666.4590
2021 10 03 22 00 00 10649.1127
2021 10 03 23 00 00 10645.8734
2021 10 04 00 00 00 10655.5659
2021 10 04 01 00 00 10676.3107
2021 10 04 02 00 00 10701.4614
2021 10 04 03 00 00 10724.1190
2021 10 04 04 00 00 10735.5220
2021 10 04 05 00 00 10730.5675
2021 10 04 06 00 00 10708.1403
2021 10 04 07 00 00 10670.9668
2021 10 04 08 00 00 10628.3915
2021 10 04 09 00 00 10590.9822
2021 10 04 10 00 00 10565.3353
2021 10 04 11 00 00 10561.4246
2021 10 04 12 00 00 10577.0417
2021 10 04 13 00 00 10611.1354
2021 10 04 14 00 00 10654.6622
2021 10 04 15 00 00 10699.6337
2021 10 04 16 00 00 10733.8210
2021 10 04 17 00 00 10749.5585
2021 10 04 18 00 00 10745.7300
2021 10 04 19 00 00 10724.2347
2021 10 04 20 00 00 10690.6100
2021 10 04 21 00 00 10656.2110
2021 10 04 22 00 00 10628.9831
2021 10 04 23 00 00 10615.8627
2021 10 05 00 00 00 10620.7438
2021 10 05 01 00 00 10642.1158
2021 10 05 02 00 00 10676.0154
2021 10 05 03 00 00 10711.8188
2021 10 05 04 00 00 10738.5368
2021 10 05 05 00 00 10748.3998
2021 10 05 06 00 00 10739.2676
2021 10 05 07 00 00 10710.6642
2021 10 05 08 00 00 10669.6344
2021 10 05 09 00 00 10626.4642
2021 10 05 10 00 00 10589.9488
2021 10 05 11 00 00 10572.1649
2021 10 05 12 00 00 10575.8234
2021 10 05 13 00 00 10601.8705
2021 10 05 14 00 00 10643.5237
2021 10 05 15 00 00 10688.6534
2021 10 05 16 00 00 10729.0583
2021 10 05 17 00 00 10754.2205
2021 10 05 18 00 00 10756.3558
2021 10 05 19 00 00 10738.3992
2021 10 05 20 00 00 10703.0403
2021 10 05 21 00 00 10660.3690
2021 10 05 22 00 00 10621.5046
2021 10 05 23 00 00 10596.9641
2021 10 06 00 00 00 10590.9490
2021 10 06 01 00 00 10607.7408
2021 10 06 02 00 00 10638.8727
2021 10 06 03 00 00 10685.4227
2021 10 06 04 00 00 10725.7075
2021 10 06 05 00 00 10754.0424
2021 10 06 06 00 00 10762.7517
2021 10 06 07 00 00 10749.5868
2021 10 06 08 00 00 10718.1786
2021 10 06 09 00 00 10675.8266
2021 10 06 10 00 00 10634.4168
2021 10 06 11 00 00 10604.8849
2021 10 06 12 00 00 10595.8793
2021 10 06 13 00 00 10608.5914
2021 10 06 14 00 00 10641.2897
2021 10 06 15 00 00 10684.0759
2021 10 06 16 00 00 10725.2881
2021 10 06 17 00 00 10754.7956
2021 10 06 18 00 00 10764.5875
2021 10 06 19 00 00 10750.7661
2021 10 06 20 00 00 10718.5332
2021 10 06 21 00 00 10673.3242
2021 10 06 22 00 00 10626.6807
2021 10 06 23 00 00 10589.2725
2021 10 07 00 00 00 10570.6914
2021 10 07 01 00 00 10577.0690
2021 10 07 02 00 00 10604.3798
2021 10 07 03 00 00 10646.3685
2021 10 07 04 00 00 10693.5464
2021 10 07 05 00 00 10735.6722
2021 10 07 06 00 00 10762.6461
2021 10 07 07 00 00 10768.4981
2021 10 07 08 00 00 10752.3273
2021 10 07 09 00 00 10719.7561
2021 10 07 10 00 00 10681.9244
2021 10 07 11 00 00 10648.0768
2021 10 07 12 00 00 10628.8776
2021 10 07 13 00 00 10628.9708
2021 10 07 14 00 00 10649.1215
2021 10 07 15 00 00 10685.0144
2021 10 07 16 00 00 10723.0354
2021 10 07 17 00 00 10754.7208
2021 10 07 18 00 00 10770.0608
2021 10 07 19 00 00 10762.7959
2021 10 07 20 00 00 10735.1492
2021 10 07 21 00 00 10690.3017
2021 10 07 22 00 00 10641.1378
2021 10 07 23 00 00 10594.2966
2021 10 08 00 00 00 10562.2503
2021 10 08 01 00 00 10552.2153
2021 10 08 02 00 00 10567.0803
2021 10 08 03 00 00 10601.6237
2021 10 08 04 00 00 10649.2108
2021 10 08 05 00 00 10697.6046
2021 10 08 06 00 00 10737.5525
2021 10 08 07 00 00 10759.3593
2021 10 08 08 00 00 10762.9880
2021 10 08 09 00 00 10748.0566
2021 10 08 10 00 00 10719.6280
2021 10 08 11 00 00 10688.9463
2021 10 08 12 00 00 10664.2734
2021 10 08 13 00 00 10655.0473
2021 10 08 14 00 00 10662.4437
2021 10 08 15 00 00 10685.6010
2021 10 08 16 00 00 10716.9353
2021 10 08 17 00 00 10747.2298
2021 10 08 18 00 00 10766.1088
2021 10 08 19 00 00 10768.0556
2021 10 08 20 00 00 10748.5836
2021 10 08 21 00 00 10712.2658
2021 10 08 22 00 00 10663.1632
2021 10 08 23 00 00 10614.5144
2021 10 09 00 00 00 10573.8345
2021 10 09 01 00 00 10551.4136
2021 10 09 02 00 00 10549.8371
2021 10 09 03 00 00 10570.4575
2021 10 09 04 00 00 10608.2788
2021 10 09 05 00 00 10654.9800
2021 10 09 06 00 00 10700.9324
2021 10 09 07 00 00 10736.9207
2021 10 09 08 00 00 10757.4924
2021 10 09 09 00 00 10759.9569
2021 10 09 10 00 00 10746.9566
2021 10 09 11 00 00 10727.3910
2021 10 09 12 00 00 10706.3837
2021 10 09 13 00 00 10692.1212
2021 10 09 14 00 00 10689.3342
2021 10 09 15 00 00 10701.5949
2021 10 09 16 00 00 10723.1764
2021 10 09 17 00 00 10747.5707
2021 10 09 18 00 00 10766.9276
2021 10 09 19 00 00 10772.0753
2021 10 09 20 00 00 10762.5132
2021 10 09 21 00 00 10733.1781
2021 10 09 22 00 00 10691.6412
2021 10 09 23 00 00 10642.6447
2021 10 10 00 00 00 10596.8800
2021 10 10 01 00 00 10563.0254
2021 10 10 02 00 00 10546.6736
2021 10 10 03 00 00 10551.0464
2021 10 10 04 00 00 10573.4669
2021 10 10 05 00 00 10609.0032
2021 10 10 06 00 00 10649.6912
2021 10 10 07 00 00 10688.8542
2021 10 10 08 00 00 10720.6334
2021 10 10 09 00 00 10739.5932
2021 10 10 10 00 00 10743.3612
2021 10 10 11 00 00 10737.4569
2021 10 10 12 00 00 10725.6076
2021 10 10 13 00 00 10715.5236
2021 10 10 14 00 00 10710.5814
2021 10 10 15 00 00 10712.6415
2021 10 10 16 00 00 10722.3351
2021 10 10 17 00 00 10736.3193
2021 10 10 18 00 00 10750.0363
2021 10 10 19 00 00 10758.6793
2021 10 10 20 00 00 10754.0829
2021 10 10 21 00 00 10735.9915
2021 10 10 22 00 00 10705.4695
2021 10 10 23 00 00 10665.7768
2021 10 11 00 00 00 10623.4324
2021 10 11 01 00 00 10588.0347
2021 10 11 02 00 00 10562.6678
2021 10 11 03 00 00 10552.1258
